"","Cast.Ballot","Represented","Close.To.Party","Contacted","log.Magnitude","Age","Age.Squared.by.100","Male","Education","Married","Union.Member","Household.Income","Rural","Small.Town","Suburb","White.Collar","Worker","Hakka","MinNan","Mainlander"
"60468",1,0,0,1,1.79175946922805,30,9,0,8,1,0,5,1,0,0,1,0,0,1,0
"60469",1,0,0,1,1.79175946922805,67,44.89,1,2,1,0,NA,1,0,0,0,0,0,1,0
"60470",1,NA,0,1,1.79175946922805,59,34.81,0,1,1,0,NA,1,0,0,0,0,0,1,0
"60471",1,1,1,1,1.79175946922805,65,42.25,1,3,1,0,NA,1,0,0,NA,NA,0,1,0
"60472",1,0,0,1,1.79175946922805,61,37.21,0,1,1,0,1,1,0,0,0,0,0,1,0
"60473",1,1,0,1,1.79175946922805,42,17.64,0,2,1,0,1,1,0,0,0,0,0,1,0
"60474",1,1,1,1,1.79175946922805,68,46.24,1,3,1,0,1,1,0,0,NA,NA,0,1,0
"60475",0,0,0,1,0.693147180559945,25,6.25,0,8,0,1,5,1,0,0,1,0,1,0,0
"60476",1,1,1,1,0.693147180559945,62,38.44,0,1,1,0,1,0,0,1,NA,NA,0,1,0
"60477",1,NA,0,NA,1.70474809223843,59,34.81,0,1,0,0,1,0,0,0,0,0,0,1,0
"60478",0,NA,NA,1,0,33,10.89,1,8,1,0,5,0,0,1,NA,NA,0,0,1
"60479",1,0,1,1,0,58,33.64,1,3,1,1,NA,0,0,1,0,0,0,1,0
"60480",1,1,1,1,0,51,26.01,0,2,1,0,NA,0,0,1,NA,NA,0,1,0
"60481",1,NA,0,1,0,74,54.76,0,3,1,0,1,0,0,1,NA,NA,0,1,0
"60482",1,0,0,NA,0,70,49,1,3,1,1,3,0,0,1,1,0,0,1,0
"60483",1,1,1,1,2.30258509299405,23,5.29,1,6,0,0,NA,0,0,0,1,0,0,0,1
"60484",1,NA,0,0,2.07944154167984,27,7.29,0,6,1,0,1,1,0,0,1,0,0,0,0
"60485",1,0,0,1,0.693147180559945,48,23.04,0,6,1,0,2,0,0,1,NA,NA,0,1,0
"60486",1,0,0,1,2.19722457733622,37,13.69,0,6,1,1,3,0,0,1,1,0,0,1,0
"60487",1,NA,NA,0,1.70474809223843,39,15.21,0,3,1,1,2,0,0,0,0,1,0,1,0
"60488",1,1,1,1,2.19722457733622,71,50.41,1,3,1,1,NA,0,0,1,1,0,1,0,0
"60489",1,0,0,0,2.19722457733622,79,62.41,0,1,0,0,1,0,0,1,NA,NA,0,1,0
"60490",0,0,0,0,2.30258509299405,46,21.16,0,6,NA,0,2,0,0,0,1,0,1,0,0
"60491",1,1,1,1,2.30258509299405,46,21.16,1,7,1,0,4,0,0,0,1,0,0,0,1
"60492",1,NA,0,1,1.70474809223843,30,9,0,6,1,0,2,0,0,0,1,0,1,0,0
"60493",1,NA,0,1,1.70474809223843,26,6.76,0,8,NA,0,3,0,0,0,1,0,0,1,0
"60494",1,0,NA,1,1.70474809223843,51,26.01,1,7,1,0,2,0,0,0,NA,NA,0,0,1
"60495",1,0,0,0,2.30258509299405,42,17.64,0,8,1,0,NA,0,0,0,1,0,0,1,0
"60496",0,0,0,0,2.30258509299405,22,4.84,1,6,0,0,4,0,0,0,1,0,1,0,0
"60497",1,0,0,1,2.19722457733622,29,8.41,0,7,0,0,NA,0,0,1,1,0,0,1,0
"60498",1,0,0,1,2.19722457733622,61,37.21,1,6,1,0,5,0,0,1,1,0,0,1,0
"60499",1,1,1,1,2.30258509299405,46,21.16,0,6,1,0,3,0,0,0,1,0,0,0,1
"60500",1,0,0,1,0.693147180559945,41,16.81,0,5,1,0,2,0,0,1,0,1,0,1,0
"60501",1,0,1,1,1.38629436111989,34,11.56,1,6,1,1,2,0,1,0,1,0,0,1,0
"60502",1,0,1,1,2.19722457733622,31,9.61,0,6,1,0,2,0,0,1,NA,NA,0,1,0
"60503",1,0,0,0,1.94591014905531,62,38.44,0,6,1,0,5,1,0,0,NA,NA,1,0,0
"60504",1,0,0,1,0.693147180559945,38,14.44,1,5,1,1,2,0,0,1,0,1,0,1,0
"60505",1,0,1,0,2.07944154167984,32,10.24,1,6,0,0,1,0,0,1,1,0,0,1,0
"60506",1,1,0,0,1.38629436111989,67,44.89,1,1,1,0,1,0,1,0,0,0,1,0,0
"60507",1,1,1,1,1.38629436111989,41,16.81,0,5,1,1,NA,0,0,1,0,1,0,1,0
"60508",1,1,0,0,1.38629436111989,24,5.76,0,7,0,0,NA,0,0,1,1,0,0,1,0
"60509",1,0,1,1,1.38629436111989,27,7.29,1,7,0,1,4,0,0,1,1,0,0,1,0
"60510",1,NA,0,1,1.38629436111989,84,70.56,0,1,1,0,NA,0,0,1,NA,NA,0,0,0
"60511",1,1,0,1,1.38629436111989,45,20.25,1,7,1,1,4,0,0,1,1,0,0,1,0
"60512",0,0,0,1,1.38629436111989,21,4.41,1,7,0,0,1,0,0,1,NA,NA,0,1,0
"60513",1,NA,0,1,1.38629436111989,47,22.09,0,3,1,1,2,0,0,1,1,0,0,1,0
"60514",1,0,0,1,2.30258509299405,28,7.84,0,6,0,0,5,1,0,0,NA,NA,0,1,0
"60515",1,NA,1,0,2.19722457733622,44,19.36,0,8,0,0,4,0,0,1,1,0,0,0,1
"60516",0,0,0,1,2.30258509299405,39,15.21,1,7,0,0,1,1,0,0,1,0,0,1,0
"60517",1,1,1,0,1.09861228866811,34,11.56,1,8,1,0,4,0,0,1,1,0,0,0,1
"60518",0,0,0,0,1.09861228866811,34,11.56,0,8,1,0,2,0,0,1,NA,NA,0,0,1
"60519",1,NA,0,1,2.39789527279837,38,14.44,1,5,1,0,2,1,0,0,0,1,0,1,0
"60520",0,NA,1,1,2.19722457733622,26,6.76,1,7,0,0,3,0,0,1,1,0,0,1,0
"60521",1,0,0,1,1.38629436111989,26,6.76,1,6,1,0,1,0,1,0,0,0,0,1,0
"60522",1,0,1,1,2.19722457733622,23,5.29,0,6,0,1,4,0,0,1,0,1,0,1,0
"60523",0,NA,1,0,2.56494935746154,35,12.25,1,5,1,0,2,0,0,1,0,1,0,1,0
"60524",1,0,0,1,1.70474809223843,54,29.16,1,8,1,0,5,0,0,0,1,0,0,1,0
"60525",0,0,0,1,2.19722457733622,23,5.29,0,7,0,0,5,0,0,1,NA,NA,0,1,0
"60526",1,0,0,1,2.19722457733622,43,18.49,0,7,1,0,3,0,0,1,1,0,0,1,0
"60527",0,0,0,1,2.19722457733622,35,12.25,0,6,1,0,4,0,0,1,0,1,0,1,0
"60528",0,1,0,0,1.09861228866811,32,10.24,1,5,1,1,4,1,0,0,0,1,1,0,0
"60529",1,1,1,0,1.94591014905531,30,9,1,6,0,0,1,1,0,0,NA,NA,1,0,0
"60530",1,0,0,0,0,70,49,0,3,1,0,1,1,0,0,NA,NA,1,0,0
"60531",1,NA,0,0,2.19722457733622,60,36,0,1,1,0,NA,1,0,0,1,0,0,0,0
"60532",0,0,0,1,2.39789527279837,23,5.29,1,6,0,0,5,1,0,0,0,1,0,1,0
"60533",1,0,0,1,2.39789527279837,48,23.04,0,5,1,1,1,1,0,0,0,1,0,1,0
"60534",1,0,0,1,2.39789527279837,46,21.16,0,6,0,0,NA,1,0,0,1,0,0,1,0
"60535",1,0,0,1,2.39789527279837,73,53.29,0,3,1,0,1,1,0,0,NA,NA,0,1,0
"60536",1,0,0,1,2.39789527279837,62,38.44,1,1,1,0,1,1,0,0,NA,NA,0,1,0
"60537",1,1,1,1,2.39789527279837,49,24.01,0,3,1,0,1,1,0,0,NA,NA,0,1,0
"60538",0,1,1,1,2.39789527279837,21,4.41,0,7,0,0,5,1,0,0,NA,NA,0,1,0
"60539",1,0,0,1,2.39789527279837,33,10.89,0,8,0,1,3,1,0,0,1,0,0,1,0
"60540",1,0,0,1,2.39789527279837,54,29.16,0,1,1,0,NA,1,0,0,NA,NA,0,1,0
"60541",1,NA,1,NA,2.19722457733622,29,8.41,0,6,1,1,NA,0,0,1,NA,NA,0,1,0
"60542",1,0,1,0,2.19722457733622,32,10.24,1,6,1,1,5,0,0,1,1,0,0,1,0
"60543",1,1,0,1,2.19722457733622,47,22.09,0,6,1,0,4,0,0,1,NA,NA,1,0,0
"60544",1,NA,0,1,1.09861228866811,73,53.29,1,3,1,0,2,0,0,1,NA,NA,0,1,0
"60545",1,1,1,0,2.30258509299405,48,23.04,1,3,1,0,2,0,0,0,0,0,0,1,0
"60546",1,0,0,0,1.38629436111989,40,16,1,1,0,0,1,0,1,0,1,0,0,1,0
"60547",1,1,1,1,2.30258509299405,38,14.44,1,8,1,1,5,0,0,0,1,0,0,1,0
"60548",1,0,0,1,2.19722457733622,29,8.41,0,8,0,0,4,0,0,1,1,0,0,1,0
"60549",1,0,0,1,1.79175946922805,39,15.21,0,5,1,0,NA,1,0,0,NA,NA,0,1,0
"60550",1,0,0,1,2.19722457733622,54,29.16,0,3,0,0,1,0,0,1,0,1,0,1,0
"60551",1,0,1,1,1.09861228866811,23,5.29,1,5,0,1,4,0,0,1,0,1,0,1,0
"60552",0,0,0,0,0,22,4.84,1,7,0,0,NA,0,0,1,NA,NA,0,1,0
"60553",1,0,0,1,0.693147180559945,35,12.25,1,7,1,1,3,0,0,1,1,0,1,0,0
"60554",1,1,1,1,2.19722457733622,44,19.36,1,3,1,1,5,0,0,1,1,0,0,1,0
"60555",0,0,0,0,2.19722457733622,21,4.41,0,7,0,0,5,0,0,1,NA,NA,0,1,0
"60556",1,NA,0,0,0.693147180559945,51,26.01,0,2,1,0,1,0,0,1,NA,NA,1,0,0
"60557",1,0,0,1,2.30258509299405,73,53.29,0,3,1,0,1,0,0,0,NA,NA,0,1,0
"60558",1,NA,0,1,2.30258509299405,90,81,0,1,1,0,1,0,0,1,NA,NA,0,1,0
"60559",1,1,1,0,2.30258509299405,43,18.49,1,8,1,1,5,0,0,0,1,0,1,0,0
"60560",1,NA,1,1,2.30258509299405,70,49,0,3,1,0,2,0,0,0,NA,NA,0,1,0
"60561",1,0,1,1,1.70474809223843,49,24.01,0,3,1,0,1,0,0,0,NA,NA,0,1,0
"60562",1,1,1,1,1.70474809223843,24,5.76,1,6,0,0,1,0,0,0,1,0,0,1,0
"60563",1,0,0,1,2.07944154167984,29,8.41,0,7,1,0,5,1,0,0,NA,NA,0,1,0
"60564",1,0,0,1,1.09861228866811,51,26.01,1,3,1,1,3,0,0,1,0,1,0,1,0
"60565",1,0,1,1,2.07944154167984,24,5.76,1,5,0,0,3,1,0,0,0,0,0,1,0
"60566",1,NA,NA,0,2.07944154167984,73,53.29,1,1,1,0,NA,1,0,0,NA,NA,0,1,0
"60567",1,1,1,0,2.07944154167984,62,38.44,0,3,1,0,3,1,0,0,NA,NA,0,1,0
"60568",1,0,0,1,2.07944154167984,21,4.41,0,6,0,0,NA,1,0,0,1,0,0,1,0
"60569",0,NA,1,1,2.19722457733622,46,21.16,0,6,1,1,NA,0,0,1,1,0,0,1,0
"60570",0,NA,0,0,2.07944154167984,72,51.84,1,3,1,1,1,1,0,0,NA,NA,0,1,0
"60571",1,0,0,0,2.07944154167984,58,33.64,0,1,1,0,NA,1,0,0,NA,NA,0,1,0
"60572",0,0,0,1,0.693147180559945,41,16.81,0,3,1,0,1,0,0,1,NA,NA,0,1,0
"60573",1,0,1,0,2.07944154167984,31,9.61,1,7,1,0,4,0,0,1,0,1,0,1,0
"60574",1,0,0,0,2.19722457733622,82,67.24,1,1,1,0,NA,1,0,0,NA,NA,0,1,0
"60575",1,1,1,1,2.56494935746154,50,25,1,6,1,0,NA,0,0,1,NA,NA,1,0,0
"60576",1,1,1,1,1.94591014905531,32,10.24,0,8,1,1,5,0,0,1,1,0,0,1,0
"60577",1,0,1,0,1.94591014905531,38,14.44,1,5,0,0,1,0,0,1,NA,NA,0,1,0
"60578",1,1,1,NA,1.94591014905531,34,11.56,0,7,1,0,4,1,0,0,1,0,0,0,0
"60579",1,0,0,1,1.94591014905531,49,24.01,1,2,1,0,1,1,0,0,0,0,0,1,0
"60580",1,1,1,1,1.09861228866811,34,11.56,1,6,0,0,5,0,0,1,1,0,1,0,0
"60581",1,1,1,1,1.94591014905531,49,24.01,0,6,1,1,1,0,0,1,NA,NA,0,1,0
"60582",1,1,0,1,2.39789527279837,43,18.49,1,6,1,0,4,1,0,0,1,0,0,1,0
"60583",1,0,1,1,2.07944154167984,39,15.21,0,3,1,1,2,0,0,1,0,1,0,1,0
"60584",0,1,1,1,2.07944154167984,21,4.41,1,6,0,0,3,0,0,1,1,0,0,1,0
"60585",1,0,0,1,2.07944154167984,46,21.16,0,8,1,0,5,0,0,1,1,0,1,0,0
"60586",1,0,1,1,2.07944154167984,72,51.84,1,7,1,0,5,0,0,1,1,0,0,1,0
"60587",1,0,0,1,2.30258509299405,41,16.81,1,7,1,1,5,0,0,0,1,0,0,1,0
"60588",1,0,0,1,1.70474809223843,46,21.16,1,6,1,1,3,0,0,0,0,1,0,1,0
"60589",1,0,0,1,2.07944154167984,39,15.21,1,8,1,1,4,0,0,1,1,0,0,1,0
"60590",1,1,1,0,1.38629436111989,68,46.24,1,3,1,1,1,0,1,0,NA,NA,0,1,0
"60591",1,0,0,1,1.70474809223843,49,24.01,0,5,1,1,2,0,0,0,1,0,0,1,0
"60592",1,0,0,1,2.30258509299405,26,6.76,1,5,0,0,1,1,0,0,0,1,0,1,0
"60593",1,0,1,1,0,22,4.84,0,7,0,0,5,0,0,1,1,0,0,1,0
"60594",1,0,0,0,0.693147180559945,22,4.84,0,2,1,0,NA,1,0,0,NA,NA,0,0,0
"60595",1,1,1,1,0.693147180559945,27,7.29,1,6,1,0,4,1,0,0,0,1,0,0,0
"60596",0,0,0,0,0,22,4.84,0,7,0,0,3,0,0,1,NA,NA,0,1,0
"60597",1,0,0,1,0,22,4.84,1,6,0,1,4,1,0,0,1,0,0,1,0
"60598",1,1,1,1,2.07944154167984,51,26.01,0,3,1,1,4,0,0,1,1,0,0,1,0
"60599",1,1,1,1,2.19722457733622,49,24.01,1,3,1,0,5,0,1,0,1,0,0,1,0
"60600",1,1,1,1,0,31,9.61,1,7,1,0,3,0,0,1,1,0,0,1,0
"60601",0,NA,0,1,2.30258509299405,42,17.64,1,5,1,0,2,0,0,0,1,0,0,1,0
"60602",1,0,0,0,2.19722457733622,23,5.29,1,2,0,0,2,0,1,0,0,1,0,1,0
"60603",1,0,1,1,2.19722457733622,40,16,1,8,1,0,4,0,1,0,1,0,0,1,0
"60604",1,NA,0,1,1.70474809223843,29,8.41,0,7,0,0,NA,0,0,0,1,0,0,1,0
"60605",1,0,0,1,2.19722457733622,50,25,0,3,1,0,4,0,1,0,0,1,0,1,0
"60606",1,0,0,1,2.19722457733622,39,15.21,1,5,0,0,1,0,1,0,0,1,0,1,0
"60607",1,NA,1,1,2.19722457733622,70,49,0,2,1,NA,1,0,1,0,NA,NA,0,1,0
"60608",0,0,1,1,2.19722457733622,25,6.25,0,6,0,0,3,0,1,0,1,0,0,0,0
"60609",1,NA,1,1,0,61,37.21,1,2,1,0,NA,1,0,0,NA,NA,0,1,0
"60610",0,0,1,1,2.19722457733622,35,12.25,0,5,1,0,2,0,1,0,1,0,0,1,0
"60611",0,1,1,1,2.19722457733622,45,20.25,1,7,1,0,1,0,1,0,NA,NA,0,1,0
"60612",1,0,0,1,2.19722457733622,54,29.16,0,3,1,0,NA,0,0,1,1,0,0,1,0
"60613",1,0,1,1,2.07944154167984,41,16.81,0,7,1,0,4,0,0,1,1,0,0,1,0
"60614",0,0,0,1,1.70474809223843,44,19.36,0,6,1,1,2,0,0,0,1,0,0,1,0
"60615",1,0,0,1,1.94591014905531,39,15.21,1,5,1,0,2,0,0,1,0,1,0,1,0
"60616",1,NA,0,0,2.30258509299405,81,65.61,0,3,1,0,NA,0,0,1,NA,NA,0,1,0
"60617",1,0,0,0,2.19722457733622,49,24.01,1,6,1,0,2,0,0,1,1,0,1,0,0
"60618",1,NA,NA,1,2.30258509299405,53,28.09,0,3,1,1,NA,0,0,0,1,0,0,0,1
"60619",1,0,0,1,1.94591014905531,48,23.04,1,7,1,0,1,0,0,1,1,0,0,1,0
"60620",1,1,0,0,2.39789527279837,43,18.49,1,3,0,1,1,1,0,0,NA,NA,0,1,0
"60621",1,0,0,1,2.19722457733622,31,9.61,1,6,NA,1,5,0,0,1,1,0,1,0,0
"60622",1,0,0,1,2.30258509299405,26,6.76,1,6,0,0,5,0,0,0,1,0,0,1,0
"60623",1,NA,0,1,1.70474809223843,37,13.69,1,6,1,0,1,0,0,0,1,0,0,1,0
"60624",1,0,1,1,1.38629436111989,53,28.09,0,8,1,0,4,0,0,1,NA,NA,1,0,0
"60625",0,1,1,0,2.30258509299405,21,4.41,0,8,0,0,2,0,0,0,NA,NA,0,1,0
"60626",1,0,NA,0,1.09861228866811,42,17.64,0,5,1,0,3,0,0,1,1,0,0,1,0
"60627",1,1,1,1,2.30258509299405,57,32.49,1,8,1,0,3,0,0,0,1,0,0,0,1
"60628",1,1,1,1,0,57,32.49,1,7,1,1,4,0,0,1,1,0,0,1,0
"60629",0,0,0,0,0,57,32.49,1,3,1,1,NA,0,0,1,NA,NA,0,1,0
"60630",1,0,0,1,1.94591014905531,80,64,0,2,1,1,NA,1,0,0,NA,NA,0,1,0
"60631",1,0,0,1,1.94591014905531,26,6.76,1,8,0,0,3,1,0,0,1,0,0,1,0
"60632",1,0,0,1,1.94591014905531,79,62.41,1,1,1,0,1,1,0,0,NA,NA,0,0,1
"60633",1,0,0,0,1.94591014905531,22,4.84,0,7,0,0,5,0,0,1,1,0,0,0,1
"60634",0,0,0,1,2.19722457733622,39,15.21,0,6,1,0,3,0,0,1,NA,NA,0,1,0
"60635",1,0,0,1,2.19722457733622,62,38.44,0,6,1,0,2,0,0,1,1,0,0,1,0
"60636",1,NA,0,1,1.09861228866811,39,15.21,0,5,1,0,1,1,0,0,1,0,1,0,0
"60637",0,NA,0,1,2.19722457733622,63,39.69,0,2,1,0,NA,0,0,1,NA,NA,0,1,0
"60638",1,NA,1,1,1.38629436111989,74,54.76,1,3,1,0,1,0,1,0,0,0,0,1,0
"60639",1,NA,0,1,1.38629436111989,58,33.64,0,1,1,0,1,0,1,0,0,0,0,1,0
"60640",1,1,0,1,1.38629436111989,40,16,1,5,1,0,1,0,1,0,NA,NA,0,1,0
"60641",1,NA,0,1,1.38629436111989,38,14.44,1,6,0,0,1,0,1,0,0,0,0,1,0
"60642",1,0,0,1,1.38629436111989,74,54.76,0,1,1,0,NA,0,1,0,NA,NA,0,1,0
"60643",1,0,0,1,1.38629436111989,32,10.24,0,5,1,1,2,0,1,0,1,0,0,1,0
"60644",1,0,0,1,1.38629436111989,75,56.25,1,1,1,0,1,0,1,0,0,0,1,0,0
"60645",1,0,0,1,0,41,16.81,1,6,1,1,2,0,0,1,0,1,0,1,0
"60646",0,1,0,0,2.19722457733622,22,4.84,1,7,0,0,NA,0,0,1,NA,NA,0,1,0
"60647",1,0,0,1,2.30258509299405,40,16,1,6,1,1,3,0,0,1,1,0,0,1,0
"60648",1,0,0,1,2.30258509299405,34,11.56,1,7,0,0,NA,0,0,1,0,1,0,1,0
"60649",0,0,0,1,2.07944154167984,33,10.89,1,6,1,0,1,1,0,0,0,1,0,1,0
"60650",1,1,0,1,2.30258509299405,67,44.89,0,5,1,0,NA,0,0,1,NA,NA,0,1,0
"60651",1,0,0,1,2.30258509299405,39,15.21,0,5,1,1,NA,0,0,1,0,1,0,1,0
"60652",1,0,1,0,2.19722457733622,24,5.76,0,8,0,0,3,0,0,1,1,0,0,0,1
"60653",1,0,0,1,2.19722457733622,43,18.49,1,2,1,0,1,0,0,1,0,1,0,1,0
"60654",1,0,0,1,2.19722457733622,69,47.61,0,4,1,0,NA,0,0,1,1,0,0,1,0
"60655",1,1,1,1,2.19722457733622,44,19.36,1,5,1,1,4,0,0,1,1,0,0,1,0
"60656",0,1,1,1,2.19722457733622,30,9,1,7,0,1,5,0,0,1,1,0,0,0,1
"60657",1,NA,1,1,2.19722457733622,49,24.01,0,6,0,0,NA,0,0,1,1,0,0,1,0
"60658",1,0,1,1,2.19722457733622,38,14.44,0,6,1,0,5,0,0,1,1,0,0,1,0
"60659",1,1,1,1,1.94591014905531,54,29.16,1,5,1,0,1,1,0,0,0,1,0,1,0
"60660",1,0,0,0,2.30258509299405,46,21.16,0,6,1,1,1,0,0,0,0,1,0,1,0
"60661",1,0,0,1,1.94591014905531,31,9.61,0,6,1,0,1,1,0,0,1,0,0,0,0
"60662",1,1,1,0,2.19722457733622,66,43.56,1,3,1,0,NA,0,1,0,NA,NA,0,1,0
"60663",1,1,1,0,1.09861228866811,41,16.81,1,6,1,0,NA,1,0,0,1,0,1,0,0
"60664",1,0,0,0,1.70474809223843,42,17.64,1,5,1,0,1,0,0,0,0,1,0,1,0
"60665",1,0,0,1,1.09861228866811,30,9,1,8,0,0,2,1,0,0,0,1,1,0,0
"60666",1,0,1,0,1.70474809223843,78,60.84,1,5,1,0,1,0,0,0,NA,NA,0,1,0
"60667",1,1,1,1,1.70474809223843,48,23.04,0,6,1,1,1,0,0,0,1,0,0,1,0
"60668",0,NA,0,1,2.30258509299405,44,19.36,1,4,1,1,2,0,0,0,0,1,0,1,0
"60669",1,0,0,1,2.19722457733622,57,32.49,1,2,1,1,2,0,0,1,0,1,0,1,0
"60670",1,0,1,1,2.19722457733622,46,21.16,1,6,1,0,3,0,0,1,NA,NA,1,0,0
"60671",1,0,0,1,2.07944154167984,24,5.76,0,8,0,0,2,1,0,0,NA,NA,0,1,0
"60672",1,1,0,0,2.07944154167984,76,57.76,1,3,1,0,NA,1,0,0,NA,NA,0,1,0
"60673",1,0,0,1,2.30258509299405,63,39.69,0,1,1,0,1,1,0,0,NA,NA,0,1,0
"60674",0,0,0,1,2.19722457733622,38,14.44,1,6,1,1,2,0,0,1,0,1,0,1,0
"60675",1,1,1,0,2.19722457733622,39,15.21,0,5,1,1,2,0,0,1,0,1,0,1,0
"60676",1,0,NA,0,2.19722457733622,50,25,0,3,1,0,4,0,0,1,0,1,0,1,0
"60677",1,1,0,1,2.39789527279837,42,17.64,0,2,1,0,1,1,0,0,0,1,0,1,0
"60678",0,0,1,0,2.19722457733622,40,16,1,5,1,1,1,0,1,0,0,1,0,1,0
"60679",1,1,1,1,2.19722457733622,34,11.56,0,6,1,1,4,0,1,0,NA,NA,0,1,0
"60680",1,0,1,1,2.19722457733622,21,4.41,0,6,0,1,4,0,0,1,1,0,0,1,0
"60681",1,0,1,1,2.19722457733622,47,22.09,0,3,1,0,3,0,0,1,0,1,0,1,0
"60682",1,0,0,0,1.38629436111989,22,4.84,1,7,0,0,NA,0,1,0,NA,NA,0,1,0
"60683",0,NA,0,0,2.30258509299405,60,36,0,3,1,0,NA,0,0,0,NA,NA,0,1,0
"60684",1,0,0,0,1.94591014905531,62,38.44,0,3,1,0,NA,0,0,1,NA,NA,0,1,0
"60685",1,0,1,1,0.693147180559945,38,14.44,1,6,1,1,3,1,0,0,1,0,0,1,0
"60686",0,1,0,0,1.38629436111989,33,10.89,1,7,1,0,5,0,1,0,1,0,1,0,0
"60687",1,1,1,0,2.07944154167984,27,7.29,1,7,0,0,5,1,0,0,NA,NA,0,1,0
"60688",1,0,0,0,1.38629436111989,35,12.25,0,7,1,0,4,1,0,0,1,0,0,1,0
"60689",1,1,1,1,1.94591014905531,52,27.04,1,3,1,1,2,0,0,1,1,0,0,1,0
"60690",0,0,1,1,1.94591014905531,47,22.09,1,7,1,1,3,0,0,1,1,0,0,1,0
"60691",1,0,0,1,1.70474809223843,59,34.81,0,3,1,0,1,0,0,0,NA,NA,0,1,0
"60692",0,0,1,1,2.39789527279837,27,7.29,1,8,0,0,4,1,0,0,1,0,0,1,0
"60693",0,0,0,1,2.19722457733622,42,17.64,1,6,1,1,2,0,0,1,1,0,0,1,0
"60694",1,0,0,0,2.19722457733622,36,12.96,0,8,1,0,NA,0,0,1,1,0,1,0,0
"60695",1,1,1,1,2.19722457733622,41,16.81,1,3,1,1,1,0,0,1,1,0,0,1,0
"60696",1,1,1,1,2.19722457733622,57,32.49,1,3,1,1,2,0,0,1,0,1,0,1,0
"60697",1,1,1,0,2.30258509299405,46,21.16,1,8,1,0,NA,0,0,0,1,0,0,1,0
"60698",1,1,1,0,2.19722457733622,52,27.04,1,6,1,0,5,0,0,1,1,0,0,1,0
"60699",1,0,1,0,2.19722457733622,44,19.36,0,3,1,1,3,0,0,1,0,1,0,1,0
"60700",1,1,1,1,2.19722457733622,29,8.41,1,5,1,0,NA,0,0,1,1,0,0,0,1
"60701",1,NA,0,1,2.19722457733622,48,23.04,1,3,1,0,NA,0,0,1,1,0,0,1,0
"60702",1,0,0,0,2.19722457733622,28,7.84,0,7,1,0,5,0,0,1,1,0,1,0,0
"60703",0,0,1,1,2.19722457733622,27,7.29,0,8,1,1,4,0,0,1,1,0,0,1,0
"60704",1,1,1,1,2.19722457733622,40,16,1,6,1,1,4,0,0,1,1,0,0,0,1
"60705",1,1,1,1,2.30258509299405,48,23.04,0,7,1,0,NA,0,0,0,NA,NA,1,0,0
"60706",1,1,0,1,1.09861228866811,29,8.41,0,6,1,0,NA,0,0,1,1,0,1,0,0
"60707",1,1,1,1,1.94591014905531,24,5.76,0,6,1,0,2,1,0,0,1,0,0,0,1
"60708",0,0,1,1,2.19722457733622,36,12.96,0,6,1,0,2,0,1,0,NA,NA,1,0,0
"60709",1,0,0,1,0,60,36,1,5,1,0,NA,0,0,1,NA,NA,0,1,0
"60710",1,NA,0,1,0,71,50.41,0,3,1,0,NA,0,0,1,NA,NA,0,1,0
"60711",0,0,1,1,2.19722457733622,60,36,1,3,1,1,NA,0,0,1,1,0,0,1,0
"60712",1,0,1,1,2.19722457733622,63,39.69,1,7,1,1,3,0,0,1,NA,NA,0,1,0
"60713",1,NA,1,1,1.70474809223843,63,39.69,1,1,0,0,1,0,0,0,NA,NA,0,1,0
"60714",1,0,0,1,2.39789527279837,44,19.36,0,5,1,0,5,1,0,0,1,0,0,1,0
"60715",1,1,1,1,0,33,10.89,0,6,0,0,2,0,0,1,NA,NA,0,0,0
"60716",1,NA,0,1,2.39789527279837,43,18.49,1,5,1,0,NA,1,0,0,0,1,0,1,0
"60717",1,0,1,1,2.30258509299405,32,10.24,0,7,0,0,2,0,0,0,1,0,0,0,1
"60718",1,0,1,1,2.39789527279837,75,56.25,1,3,1,0,NA,1,0,0,NA,NA,0,1,0
"60719",1,0,0,1,2.39789527279837,55,30.25,1,3,1,0,5,1,0,0,1,0,0,1,0
"60720",1,0,0,1,2.39789527279837,53,28.09,0,3,1,1,1,1,0,0,NA,NA,0,1,0
"60721",1,0,0,1,0,42,17.64,1,5,1,0,NA,1,0,0,1,0,0,1,0
"60722",1,0,0,1,2.39789527279837,35,12.25,1,6,1,0,4,1,0,0,1,0,0,1,0
"60723",0,0,1,1,2.39789527279837,27,7.29,1,3,0,0,4,1,0,0,0,1,0,1,0
"60724",1,0,0,1,2.39789527279837,41,16.81,0,6,1,1,5,1,0,0,NA,NA,0,1,0
"60725",0,NA,0,1,2.19722457733622,21,4.41,1,6,0,0,NA,0,0,1,NA,NA,0,0,0
"60726",1,NA,NA,1,2.39789527279837,24,5.76,1,5,0,0,1,1,0,0,1,0,0,1,0
"60727",1,0,1,1,2.39789527279837,49,24.01,1,4,1,0,1,1,0,0,0,1,1,0,0
"60728",1,0,NA,1,2.39789527279837,54,29.16,0,3,1,0,1,1,0,0,0,1,0,0,0
"60729",1,0,0,0,1.38629436111989,47,22.09,0,3,1,0,1,0,1,0,0,1,0,1,0
"60730",0,0,NA,1,2.39789527279837,47,22.09,1,3,1,0,NA,1,0,0,NA,NA,0,1,0
"60731",1,1,1,1,2.39789527279837,41,16.81,0,5,1,0,1,1,0,0,0,1,0,1,0
